SKU,Scanned_OH_Count,Description,DRS Cost
S002415954,0,WB Skirt Long/nakedwardrobe,3
S002415955,0,WB Denim,4.8
S002415956,0,WB Denim,4.8
S002415957,0,WO Light,3.3
S002415958,0,WT Long Sleeve,2.4
S002415973,0,WT Long Sleeve,2.4
S002415990,0,W Boots Syn/viarosa,4.9
S002416001,0,Jewelry/fantasies,0.8
S002416060,0,Jewelry Ring,0.4
S002416069,0,WB Denim,6.5
S002416116,0,WT T-Shirt L/S,2.4
S002416196,0,WD Dress Long,7.2
S002416244,0,MA Short Sleeve,6.5
S002416247,0,W Dress Shoe Syn / White,4.2
S002416288,0,WT Long Sleeve,3
S002416318,0,M Athletic Shoe,11.4
S002416323,0,WT T-Shirt L/S,2.1
S002416329,0,WT Long Sleeve,3
S002416423,0,WT Long Sleeve,3.6
S002416473,0,WT Long Sleeve,3
S002416488,0,WT T-Shirt L/S,2.4
S002416540,0,WT LW Sweatshirt,5.2
S002416543,0,WT Long Sleeve,4.55
S002416566,0,Jewelry,0.8
S002416567,0,Jewelry,1.5
S002416611,0,Purse Large/valentina,7.6
S002416639,0,MT L Sleeve,3
S002416657,0,WT Long Sleeve/blackbutton,3
S002416659,0,WO Light,5.2
S002416665,0,WD Shortalls,2.4
S002416673,0,WB Pants,3.3
S002416681,0,W Dress Shoe Syn,4.2
S002416692,0,WT T-Shirt L/S/lizsara,1.5
S002416696,0,WT Long Sleeve,2.4
S002416711,0,WO Heavy,14
S002416729,0,MT LW Sweater,3.25
S002416746,0,M Athletic Shoe,7.6
S002416760,0,Bracelet/christmas,0.6
S002416761,0,Bracelet/christmas,0.6
S002416762,0,Bracelet/christmas,0.6
S002416763,0,Earrings/silver circle,0.8
S002416768,0,Earrings/teal hearts,0.6
S002416773,0,Bracelet/purplegreencrystals,0.6
S002416793,0,WT Long Sleeve/klesis,3.6
S002416800,0,Belt / White,1.8
S002416815,0,MT L Sleeve,3
S002416828,0,MT T-Shirt,1.8
S002416844,0,MB Denim,4.2
S002416853,0,MT T-Shirt,2.1
S002416904,0,Orange Scrunchie,0.6
S002416942,0,WA Pants,4.2
S002416967,0,MT S Sleeve,3.25
S002417017,0,Hat/northface,2.4
S002417018,0,WT T-Shirt L/S,1.8
S002417019,0,WT LW Sweatshirt,1.8
S002417022,0,MT LW Sweater/harrypotter,3.9
S002417044,0,WB F/W BodySuit/cream,3
S002417118,0,Grey Bag Strap,1.3
S002417119,0,Pink Bag Strap,0.9
S002417120,0,black Bag Strap,0.9
S002417121,0,Purse Small/Fake Prada,3.25
S002417138,0,WT T-Shirt L/S,2.1
S002417139,0,WT T-Shirt L/S,2.1
S002417146,0,WT Long Sleeve,2.4
S002417172,0,Jewelry/bowearings,0.6
S002417173,0,Jewelry/2 BONE hairthings,0.8
S002417178,0,WO Heavy,14
S002417194,0,WT T-Shirt L/S,2.4
S002417262,0,WT T-Shirt L/S,1.33
S002417309,0,WD Dress Short,2.45
S002417314,0,WT T-Shirt L/S,2.1
S002417385,0,WT LW Sweatshirt,5.2
S002417396,0,WA Long Sleeve,3
S002417397,0,WA Long Sleeve,3
S002417409,0,WT Long Sleeve,2.4
S002417443,0,WT Long Sleeve,2.4
S002417448,0,WT Long Sleeve/stripes,3
S002417460,0,MO Heavy,5.1
S002417495,0,WT Long Sleeve,3.9
S002417496,0,WT Long Sleeve,3
S002417498,0,WA Pants,5.85
S002417520,0,WT Long Sleeve,2.4
S002417522,0,WT Long Sleeve,3.9
S002417530,0,WT Long Sleeve,4.55
S002417565,0,MO Light,4.8
S002417576,0,WT Long Sleeve,3
S002417591,0,WT T-Shirt L/S,3
S002417617,0,WA Tank,4.2
S002417627,0,WA Pants,5.85
S002417628,0,WB Pants,3.9
S002417633,0,Belt / Black Skull,1.5
S002417638,0,WD Dress Short,4.62
S002417738,0,WA Tank,4.8
S002417739,0,WA Tank,4.8
S002417744,0,WA Long Sleeve,6.5
S002417788,0,WT Long Sleeve,3.9
S002417818,0,WT HW Sweatshirt,3
S002417851,0,WT LW Sweatshirt,2.4
S002417869,0,WD Dress Short,4.9
S002417879,0,WT T-Shirt L/S,2.4
S002417886,0,MT T-Shirt/amp,1.8
S002417912,0,MA Pants,5.2
S002417924,0,WT T-Shirt/aaliyah,1.8
S002417926,0,WA Jacket/2pcsommerray,3.6
S002417945,0,WT Long Sleeve,2.4
S002417982,0,M Casual Shoe Syn,4.9
S002418052,0,WB Pants,3.9
S002418112,0,MA Short Sleeve,3
S002418150,0,1 Scrunchie,0.6
S002418182,0,WB Pants,4.5
S002418230,0,M Athletic Shoe/kd blue/wht,18
S002418253,0,MA Tank,2.1
S002418277,0,MA Shorts,3.6
S002418300,0,MA Pants,4.2
S002418304,0,MA Tank,2.4
S002418308,0,MA Short Sleeve,4.8
S002418311,0,MA Long Sleeve,3.9
S002418313,0,MA Short Sleeve,3
S002418315,0,WA Tank,3
S002418363,0,W Athletic Shoe,9.5
S002418375,0,WA Shorts,6.5
S002418376,0,WA Pants,14
S002418384,0,WA Pants,9.5
S002418394,0,MA Long Sleeve,4.2
S002418418,0,WO Light,2.4
S002418419,0,WT LW Cardigan,3.25
S002418431,0,WA Short Sleeve,4.8
S002418466,0,WA Shorts,3.6
S002418493,0,M Athletic Shoe / Blue,22.8
S002418511,0,Sports Bra,5.52
S002418517,0,WA Short Sleeve,6.84
S002418526,0,WA Short Sleeve,7.6
S002418528,0,WA Short Sleeve,3.3
S002418535,0,MT HW Cardigan,3.12
S002418547,0,Jewelry / Blue EvilEye Necklace,1.5
S002418555,0,Jewelry/necklace,2
S002418562,0,WA Shorts,3
S002418586,0,MT LW Sweatshirt / Baja Joe,2.4
S002418597,0,MT T-Shirt,2.6
S002418609,0,WB Black / Miou Muse,3.6
S002418632,0,WA Pants,9.5
S002418636,0,WB Denim,4.8
S002418645,0,WA Pants,8.74
S002418666,0,W Athletic Shoe / White Pink,9.5
S002418705,0,WT S Sleeve,1.8
S002418713,0,MA Short Sleeve,2.4
S002418775,0,WA Pants,5.85
S002418794,0,WA Pants/ 2 pc,4.2
S002418795,0,WT LW Sweatshirt / 2pc,3.6
S002418819,0,WD Dress Short,2.45
S002418842,0,WT T-Shirt,2.4
S002418844,0,WT T-Shirt,2.4
S002418907,0,MA Short Sleeve,3
S002418959,0,WO Light/boxercraft,3.3
S002418960,0,WT LW Sweatshirt,1.8
S002418976,0,WA Jacket,5.85
S002419026,0,MB Denim,5.52
S002419029,0,WB Denim,6.6
S002419041,0,MB Pants,4.88
S002419072,0,Beanie/wonderwoman,1
S002419074,0,Earrings/woods,0.8
S002419172,0,WA Pants,4.2
S002419197,0,MT L Sleeve,2.4
S002419217,0,WT LW Sweatshirt,4.55
S002419233,0,Baseball Hat,1.33
S002419250,0,WB Skirt Long,3.25
S002419260,0,MA Jacket,9.12
S002419322,0,Hat/blackclover,2.4
S002419414,0,WT T-Shirt L/S,2.1
S002419524,0,M Athletic Shoe,9.5
S002419565,0,MT T-Shirt,1.8
S002419641,0,WA Pants,5.85
S002419708,0,WT Long Sleeve,3
S002419729,0,WT Long Sleeve,3
S002419746,0,MA Shorts,2.4
S002419804,0,MB Denim,4.2
S002419814,0,WT T-Shirt L/S,1.8
S002419842,0,WD Dress Short,2.45
S002419879,0,WB Shorts,2.4
S002419884,0,WT T-Shirt L/S,1.8
S002419896,0,WT Long Sleeve,3.6
S002419908,0,WA Shorts,3
S002419933,0,WO Leather,8.8
S002419945,0,WO Light,7.22
S002419963,0,WT Long Sleeve/sincerelyjules,3
S002420087,0,WO Heavy,11.4
S002420089,0,W Sandals Syn / White,2.97
S002420112,0,MT L Sleeve,2.4
S002420147,0,WT T-Shirt L/S,2.1
S002420151,0,WT Long Sleeve,3
S002420222,0,MT LW Sweatshirt / AsIs,3.6
S002420259,0,WT Long Sleeve,2.4
S002420312,0,MA Jacket,6.5
S002420351,0,M Athletic Shoe,20.9
S002420352,0,W Athletic Shoe,20
S002420354,0,Hat/red,3
S002420451,0,WT T-Shirt,4.55
S002420541,0,WT Long Sleeve,3
S002420546,0,WT LW Sweater,3.25
S002420591,0,MB Denim,3.6
S002420666,0,WT T-Shirt L/S,1.33
S002420670,0,W Boots Syn,4.2
S002420709,0,legwarmers/white,1.3
S002420749,0,WT T-Shirt L/S,1.8
S002420760,0,WO Light,5.2
S002420801,0,WT Long Sleeve,2.4
S002420896,0,WT Long Sleeve,1.5
S002420898,0,WO Light/justmysize,5.2
S002420899,0,WA Pants/2pc,3
S002420979,0,WT Long Sleeve,3
S002420991,0,WT Long Sleeve,1.5
S002421088,0,WA Jacket,5.2
S002421122,0,WT Long Sleeve,3
S002421131,0,MT T-Shirt/coors,1.8
S002421146,0,WT T-Shirt L/S,1.8
S002421173,0,MA Jacket,6.5
S002421182,0,WT Long Sleeve,3
S002421208,0,W Athletic Shoe,8.36
S002421223,0,WT T-Shirt L/S,2.1
S002421290,0,WT Long Sleeve,3
S002421302,0,M Athletic Shoe / Grey,11.4
S002421310,0,MA Pants,5.85
S002421383,0,WO Light,3.9
S002421456,0,WT Long Sleeve/brown,3
S002421483,0,WO Light,7.22
S002421488,0,WT Long Sleeve,2.4
S002421519,0,WT Long Sleeve,3.9
S002421555,0,MO Light,4.8
S002421557,0,MB Pants,4.5
S002421585,0,MA Pants,3.6
S002421620,0,WB Denim,3.9
S002421631,0,W Athletic Shoe/kendall&kylie,4.2
S002421670,0,WT LW Sweater,2.4
S002421671,0,WA Long Sleeve,2.1
S002421679,0,WT LW Sweatshirt,3.6
S002421680,0,WT Long Sleeve,3.9
S002421684,0,WT T-Shirt L/S,2.4
S002421687,0,WA Long Sleeve,3.3
S002421726,0,WD Dress Long,3.6
S002421761,0,WB Skirt Short,1.65
S002421941,0,WT Long Sleeve,3
S002421984,0,W Boots Syn,4.9
S002421985,0,Purse Small,4
S002421990,0,WD Jumpsuit,3
S002421998,0,M Sandals Leather,6.84
S002422035,0,WD Dress Short,2.45
S002422059,0,Wallet / Grey,2.92
S002422067,0,W Boots Syn / Black,6.84
S002422076,0,Baseball Hat,2.4
S002422111,0,WT LW Sweatshirt,9.5
S002422119,0,WT LW Sweater,4.62
S002422185,0,WT S Sleeve,2.1
S002422284,0,MB Pants,3.3
S002422314,0,WB Denim,6
S002422331,0,WO Light,5.2
S002422402,0,M Athletic Shoe,15.2
S002422404,0,WT LW Sweatshirt,3
S002422455,0,WA Long Sleeve,4.2
S002422490,0,WT LW Sweater,3.25
S002422495,0,WB Skirt Long,2.4
S002422629,0,WO Light,5.2
S002422637,0,WB Skirt Long,3
S002422638,0,WT LW Sweater/SHAWL,3.25
S002422689,0,MA Shorts,3
S002422722,0,MO Light,4.2
S002422829,0,WT Sweater/poncho/everythinginlove,1.87
S002422895,0,Hat/Brixton,3
S002422978,0,MT T-Shirt,1.5
S002422992,0,Belt,1.8
S002423067,0,WO Heavy,9.5
S002423177,0,WT LW Sweater,3.25
S002423200,0,WO Light,3.3
S002423215,0,WT Long Sleeve,2.4
S002423218,0,WT Long Sleeve/moretocome,3
S002423220,0,WT Long Sleeve,2.4
S002423223,0,WB Pants/whitecut,3.9
S002423228,0,WB Skirt Short/redwithblkbow,2.6
S002423258,0,WT Long Sleeve,3
S002423259,0,WT Long Sleeve,2.4
S002423262,0,WT Long Sleeve,3
S002423290,0,WT Long Sleeve,2.4
S002423296,0,MB Denim,3.9
S002423314,0,WB Denim,2.7
S002423334,0,WT Long Sleeve,3.9
S002423335,0,WD Dress Short/Theimpecablepig,3.96
S002423338,0,WD Dress Short,4.62
S002423378,0,WB Shorts,3.6
S002423382,0,W Casual Shoe Syn/redvelvet,1.8
S002423383,0,WD Dress Short,4.2
S002423396,0,Baseball Hat,1.8
S002423436,0,MT T-Shirt,1.8
S002423443,0,WT Long Sleeve,1.5
S002423452,0,WA Pants,7
S002423480,0,MA Jacket,7
S002423495,0,W Casual Shoe Syn,2.8
S002423520,0,WT Long Sleeve,2.4
S002423533,0,WT LW Sweater,3.9
S002423538,0,MT LW Sweatshirt,3.25
S002423551,0,WT Long Sleeve,2.4
S002423559,0,WB S/S BodySuit,1.5
S002423573,0,WT Long Sleeve,3.9
S002423586,0,WD Dress Short,2.45
S002423604,0,WT T-Shirt,1.5
S002423605,0,MT T-Shirt,1.5
S002423608,0,WT Long Sleeve,3.9
S002423625,0,WB S/S BodySuit,1.5
S002423630,0,WT Long Sleeve,3
S002423633,0,Jewelry,2
S002423640,0,WA Tank,3.6
S002423642,0,WT Long Sleeve,3.9
S002423651,0,WT Long Sleeve,3.9
S002423653,0,WT Long Sleeve,3
S002423661,0,MA Short Sleeve,1.8
S002423680,0,WD Dress Short,5.6
S002423682,0,WT Long Sleeve,3.9
S002423704,0,Purse Small Cheetah,0.6
S002423718,0,WT T-Shirt,2.4
S002423731,0,Jewelry / Gold Bracelet,4.55
S002423741,0,Jewelry / Copper Ring,1.5
S002423743,0,Jewelry / Copper Ring,1.5
S002423767,0,WT T-Shirt,2.7
S002423771,0,WA Pants,5.2
S002423787,0,WT Long Sleeve,3
S002423788,0,WT Long Sleeve,3
S002423808,0,W Athletic Shoe / Black,26
S002423880,0,WT T-Shirt L/S,1.8
S002423900,0,WT T-Shirt L/S,2.4
S002423902,0,MB Pants,3.3
S002423909,0,Hat / Grumpy,1
S002423957,0,WA Jacket,11.4
S002423971,0,WT Long Sleeve,2.4
S002424020,0,WO Light,7.22
S002424047,0,WT Long Sleeve,2.4
S002424048,0,WT T-Shirt L/S,1.8
S002424072,0,WT LW Sweater,3.25
S002424076,0,WB Pants / BaileyRose,3.9
S002424114,0,WO Light,3.3
S002424115,0,WT Long Sleeve/capeclique,3
S002424167,0,WT Long Sleeve,2.4
S002424176,0,Purse Small,4.9
S002424198,0,WT Long Sleeve,3
S002424202,0,WT S Sleeve,1.33
S002424203,0,WT S Sleeve,1.33
S002424218,0,WT Long Sleeve,3.9
S002424221,0,WT Long Sleeve,2.4
S002424231,0,WT Long Sleeve,2.4
S002424236,0,WA Pants/HarmonyBalance,3
S002424244,0,Sports Bra/harmonybalance,2.1
S002424248,0,WT Long Sleeve,3
S002424348,0,WT T-Shirt L/S,2.4
S002424363,0,WT T-Shirt L/S,2.1
S002424451,0,WT HW Sweater/turtleneck,3
S002424671,0,WT S Sleeve,2.1
S002424673,0,WT T-Shirt L/S,2.1
S002424675,0,WT T-Shirt L/S,2.4
S002424677,0,Jewelry/greenjewels,2
S002424679,0,Bracelet/redbeads,0.4
S002424715,0,WA romper,2.4
S002424728,0,WD Dress Short,3
S002424735,0,WO Light,14
S002424746,0,WO Light,4.5
S002424829,0,WT Long Sleeve,1.5
S002424830,0,WT Long Sleeve,2.4
S002424838,0,WT LW Sweater,2.4
S002424846,0,WA Pants,2.4
S002424889,0,WO Light,2.7
S002424951,0,MA Jacket,8.8
S002424973,0,WA Pants,7
S002424990,0,MT T-Shirt/ghostface,1.07
S002425018,0,MT T-Shirt L/S,2.4
S002425060,0,Headband,0.9
S002425148,0,WO Light,7.22
S002425213,0,MB Khaki,3.6
S002425214,0,WB Denim/ettelo,4.8
S002425215,0,WB Denim,4.8
S002425287,0,WB Skirt Short/ 2 pc,3.3
S002425296,0,WT T-Shirt L/S,1.8
S002425315,0,MT T-Shirt,2.1
S002425360,0,MT T-Shirt,1.8
S002425380,0,Scarf,1.4
S002425404,0,WB Pants,2.7
S002425459,0,MA Jacket,8.36
S002425531,0,Backpack,1.25
S002425559,0,W Boots Syn,7.6
S002425569,0,WT Long Sleeve,2.4
S002425570,0,WT Long Sleeve,1.8
S002425575,0,WT Long Sleeve,1.8
S002425581,0,WT Long Sleeve,3
S002425624,0,WT HW Sweater/holidaytime,2.13
S002425654,0,Earrings/katygirl,0.4
S002425673,0,WA Pants,5.85
S002425703,0,W Athletic Shoe,15.2
S002425829,0,Purse Small/lebag,2.4
S002425896,0,W Casual Shoe Syn / Black,1.8
S002425936,0,WO Light,9.5
S002426153,0,MA Long Sleeve,3.6
S002426321,0,WA Skirt/black,2.7
S002426436,0,MT T-Shirt,1.8
S002426446,0,MA Long Sleeve,3.9
S002426451,0,W Dress Shoe Syn,3.33
S002426488,0,WO Light,3.3
S002426498,0,WB Skirt Short,4
S002426507,0,WO Light,5.2
S002426515,0,WT Long Sleeve,2.4
S002426574,0,WT S Sleeve,2.1
S002426598,0,MO Heavy,15.2
S002426599,0,WO Heavy,16
S002426616,0,WB Shorts/rockies,2.4
S002426628,0,WT Long Sleeve,2.4
S002426648,0,WO Light,12
S002426781,0,M Athletic Shoe / White,11.4
S002426818,0,WD Dress Short,3.96
S002426828,0,WB Skirt Short,1.65
S002426831,0,WT Long Sleeve,2.4
S002426878,0,WA Long Sleeve/bytogether,2.1
S002426959,0,WB Denim,6.5
S002426968,0,WO Heavy,9.5
S002426973,0,WT Long Sleeve,3
S002426993,0,WT Long Sleeve / BlackMilk,3
S002426997,0,WT Long Sleeve,4.55
S002427001,0,WT Long Sleeve,3.9
S002427101,0,WT Long Sleeve,3.25
S002427109,0,M Athletic Shoe/red,15.2
S002427194,0,W Dress Shoe Syn,4.2
S002427218,0,WT S Sleeve,1.33
S002427222,0,WT Long Sleeve,3.9
S002427252,0,WT T-Shirt/kraft,0.8
S002427255,0,WB Skirt Short,2.6
S002427291,0,WT S Sleeve,1.8
S002427314,0,MT S Sleeve,2.1
S002427325,0,WB Pants,3.3
S002427403,0,WB Denim / AsIs,3.3
S002427446,0,WA Pants,4.2
S002427454,0,WA Pants,4.2
S002427520,0,MT LW Sweater,3.9
S002427565,0,Belt / Black,2.4
S002427572,0,MA Pants,5.2
S002427607,0,WB Pants,3.3
S002427679,0,MT T-Shirt L/S,1.5
S002427708,0,W Athletic Shoe,7.6
S002427721,0,M Athletic Shoe,6.3
S002427722,0,WT T-Shirt L/S,2.4
S002427724,0,WD Dress Short,4.9
S002427780,0,W Casual Shoe Syn/zara,2.8
S002428004,0,WT LW Sweatshirt / 2pc,2.4
S002428005,0,WA Pants / 2pc,2.4
S002428132,0,WO Light,5.2
S002428156,0,MA Pants,4.2
S002428196,0,Jewelry,1.65
S002428199,0,WT Long Sleeve/carolyntaylor,3
S002428282,0,WT Long Sleeve,3
S002428284,0,WT Long Sleeve/lunik,3
S002428301,0,WT S Sleeve/cupcake,2.1
S002428303,0,MA Jacket,4.8
S002428313,0,WD Dress Short,4.62
S002428319,0,WD Dress Short,4.62
S002428379,0,WT T-Shirt,1.2
S002428413,0,WB Black,3
S002428508,0,MB Shorts,2.4
S002428531,0,WA Short Sleeve,3
S002428535,0,WT Long Sleeve,2.4
S002428555,0,Scarf,1
S002428582,0,WB Shorts,1.8
S002428643,0,WT T-Shirt L/S,1.33
S002428713,0,M Athletic Shoe,13.3
S002428717,0,WT Long Sleeve,2.4
S002428762,0,WT S Sleeve,1.8
S002428775,0,MT L Sleeve,3
S002428826,0,WO Light,2.7
S002428844,0,WT LW Sweater,3.25
S002428884,0,Purse Small,2.92
S002428919,0,MB Denim,3.9
S002428922,0,WT Long Sleeve,2.4
S002428937,0,WT LW Sweater,3.25
S002428972,0,MT LW Sweater,2.4
S002429012,0,Jewelry ( 2bracelets),1.5
S002429014,0,W Athletic Shoe,13.3
S002429019,0,WB Shorts,3.6
S002429028,0,WB Denim,4.8
S002429038,0,WT Long Sleeve,3
S002429088,0,Necklace/aquarius,0.6
S002429136,0,WT Long Sleeve,1.8
S002429140,0,MO Light/paisley,3
S002429166,0,WT Long Sleeve,3.25
S002429206,0,WT Long Sleeve,3
S002429224,0,WT Long Sleeve,3
S002429271,0,WT Long Sleeve,1.5
S002429295,0,W Athletic Shoe,6.84
S002429297,0,WO Heavy,9.5
S002429308,0,WT Long Sleeve/splash,3
S002429315,0,WD Dress Short/futurecollective,3.96
S002429330,0,W Boots Syn,4.9
S002429441,0,WT T-Shirt L/S/creative,1.33
S002429446,0,WT T-Shirt L/S,2.1
S002429447,0,WT T-Shirt L/S,2.1
S002429450,0,WT Long Sleeve,1.5
S002429508,0,W Sandals Syn / Tan,2.97
S002429542,0,WT T-Shirt,2.7
S002429555,0,WT Long Sleeve,3.9
S002429600,0,WT T-Shirt L/S,1.8
S002429655,0,WT Long Sleeve,3.6
S002429666,0,WT T-Shirt L/S,2.1
S002429672,0,WA Pants/BLACK,3
S002429726,0,WB Skirt Short,2.6
S002429728,0,WT Long Sleeve,2.4
S002429730,0,WT T-Shirt L/S,1.8
S002429735,0,WT Long Sleeve,4.55
S002429741,0,WT Long Sleeve,3.9
S002429754,0,WT Long Sleeve,3.6
S002429755,0,WT Long Sleeve,3
S002429782,0,Purse Small,4
S002429789,0,WT Long Sleeve,3.9
S002429794,0,WT Long Sleeve,4.55
S002429804,0,WT T-Shirt L/S,1.8
S002429814,0,WT Long Sleeve,1.8
S002429862,0,WT LW Sweatshirt,4.88
S002429914,0,WT Long Sleeve,3
S002429916,0,WT Long Sleeve,3
S002429940,0,WT Long Sleeve,4.55
S002429941,0,WT Long Sleeve,3.9
S002429947,0,WT T-Shirt L/S,1.8
S002429998,0,MA Shorts,2.4
S002430002,0,WB Shorts,1.8
S002430003,0,MT LW Sweatshirt,3.25
S002430042,0,WT S Sleeve,1.8
S002430052,0,Purse Large,14
S002430059,0,WT Long Sleeve/olia,2.4
S002430061,0,WT Long Sleeve,2.4
S002430071,0,WO Light,3.9
S002430081,0,WT T-Shirt L/S,2.4
S002430084,0,WT T-Shirt L/S,1.5
S002430092,0,W Boots Syn/The Fix,4.9
S002430098,0,WT Long Sleeve,3.25
S002430106,0,WT T-Shirt L/S,1.33
S002430115,0,WT T-Shirt L/S,1.5
S002430183,0,MT LW Sweatshirt,5.6
S002430187,0,WT T-Shirt L/S/blackbow,2.1
S002430214,0,WT Long Sleeve,1.8
S002430241,0,MA Tank,4.9
S002430259,0,WT Long Sleeve,3
S002430304,0,MA Tank,2.1
S002430327,0,Socks/Stance,0.6
S002430366,0,MA Pants,4.2
S002430371,0,MA Shorts,6.5
S002430373,0,MA Tank,3
S002430389,0,Jewelry/hearts,0.8
S002430391,0,Jewelry/dmall diamonds,0.8
S002430412,0,MT LW Sweatshirt,3.25
S002430480,0,MT T-Shirt,2.1
S002430515,0,MT T-Shirt/txtech,1.8
S002430518,0,WT LW Sweatshirt,3.9
S002430519,0,MT LW Sweatshirt,7.6
S002430525,0,MA Jacket,6.5
S002430543,0,WO Light,2.7
S002430564,0,WD Dress Short,4.2
S002430571,0,1 Pair of Socks,2.1
S002430603,0,WT Long Sleeve,2.4
S002430608,0,WT T-Shirt L/S,2.1
S002430615,0,WT Long Sleeve,2.4
S002430629,0,WT LW Sweater,3.9
S002430687,0,WB Denim,3.9
S002430689,0,WT LW Sweater,2.4
S002430710,0,WT LW Sweater,3
S002430721,0,WB Pants,2.7
S002430799,0,WT Long Sleeve,2.4
S002430800,0,WT Long Sleeve,2.4
S002430817,0,M Athletic Shoe,11.4
S002430882,0,WT T-Shirt L/S,1.8
S002430907,0,WT T-Shirt L/S,1.33
S002430920,0,WT Long Sleeve,3.9
S002430942,0,Purse Small,4.9
S002430971,0,WT S Sleeve,1.8
S002430983,0,WT Long Sleeve,2.4
S002430997,0,WT T-Shirt L/S,1.8
S002431007,0,WB Skirt Short,4
S002431015,0,WT Long Sleeve,3
S002431027,0,WT Long Sleeve,2.4
S002431035,0,WT T-Shirt L/S,2.1
S002431081,0,WD Dress Long,3.9
S002431100,0,W Athletic Shoe,6.08
S002431143,0,MO Light,4.2
S002431170,0,WT T-Shirt L/S,1.33
S002431218,0,WT Long Sleeve,3
S002431219,0,WT Long Sleeve,3
S002431240,0,MO Light,12
S002431264,0,WT Long Sleeve,1.8
S002431315,0,WT T-Shirt L/S,2.1
S002431396,0,WB S/S BodySuit,1.5
S002431468,0,WT Long Sleeve,3.25
S002431469,0,WT Long Sleeve,3.25
S002431478,0,W Athletic Shoe,9.5
S002431488,0,WB Denim,5.85
S002431494,0,WB Pants,2.7
S002431507,0,WT Long Sleeve,3.9
S002431517,0,Jewelry/Necklace,1.5
S002431564,0,WT Long Sleeve,3
S002431573,0,MT T-Shirt,2.6
S002431589,0,MB Pants,2.7
S002431626,0,WT LW Sweater,3.9
S002431655,0,WO Light,7.22
S002431688,0,MB Denim,7.7
S002431722,0,Sports Bra,4.2
S002431725,0,WT Long Sleeve,3
S002431730,0,WA Shorts,10
S002431734,0,MT T-Shirt L/S,3.25
S002431750,0,MB Denim,6.18
S002431773,0,WD Jumpsuit,3
S002431786,0,WT T-Shirt L/S,1.8
S002431825,0,WT Long Sleeve,3.9
S002431881,0,MA Jacket,8.36
S002431912,0,WO Light,3.9
S002431931,0,W Boots Syn,4.2
S002432087,0,WB Khakis,3.9
S002432088,0,WA Pants,2.4
S002432131,0,WT Long Sleeve,3
S002432148,0,WB Skirt Short,1.3
S002432157,0,WT T-Shirt,1.8
S002432223,0,MB Pants,3.3
S002432236,0,MT LW Sweatshirt,3.6
S002432278,0,WT Long Sleeve,2.4
S002432280,0,WT Long Sleeve,3
S002432283,0,WT Long Sleeve,2.4
S002432284,0,WT LW Sweater/multicolor,2.4
S002432299,0,MT T-Shirt,2.6
S002432303,0,MA Long Sleeve,3.6
S002432328,0,MT T-Shirt,3.9
S002432336,0,WT Long Sleeve/2pc,3
S002432337,0,WB Denim,6
S002432359,0,WT T-Shirt L/S,1.8
S002432361,0,WB Pants,3.9
S002432391,0,WA Tank,6.08
S002432405,0,MT T-Shirt/Buccees,1.5
S002432417,0,Backpack,3.33
S002432441,0,WB Black,3
S002432494,0,WA Tank,3.3
S002432496,0,WT T-Shirt L/S,2.1
S002432501,0,WT Long Sleeve,3.9
S002432502,0,WT LW Sweater,3.9
S002432527,0,M Athletic Shoe,20.9
S002432554,0,WB Black,3.6
S002432564,0,MT S Sleeve,2.1
S002432590,0,WB Pants,3.3
S002432613,0,MT LW Sweater,3.9
S002432616,0,WB Khakis,3.3
S002432632,0,WT T-Shirt L/S,1.8
S002432643,0,WT LW Sweater,2.4
S002432644,0,WT LW Sweater,2.4
S002432645,0,WB Pants,3.3
S002432646,0,MB Khaki,3
S002432647,0,MB Khaki,3
S002432648,0,MB Pants,3.3
S002432650,0,W Athletic Shoe,7.6
S002432651,0,W Athletic Shoe,7.6
S002432718,0,WB Pants,3.3
S002432755,0,WB Pants,3.9
S002432770,0,Belt,4.8
S002432772,0,Belt,3.6
S002432785,0,WB Denim,4.2
S002432847,0,WB Pants/reflective,2.1
S002432880,0,WB Shorts,1.8
S002432894,0,WB Denim/loveforhumanity,4.55
S002432914,0,WT T-Shirt L/S,2.4
S002432940,0,WB Skirt Short,1.65
S002432954,0,WT LW Sweater,1.87
S002432955,0,WT LW Sweater,2.4
S002432960,0,WT T-Shirt L/S,1.33
S002432962,0,WT Long Sleeve,1.5
S002432971,0,WB Denim,3.9
S002432984,0,M Athletic Shoe,9.5
S002432985,0,WT Long Sleeve,2.4
S002433011,0,WB Pants,3.9
S002433024,0,WT Long Sleeve,1.8
S002433168,0,M Athletic Shoe/635578-003,17.1
S002433196,0,MA Tank,5.2
S002433264,0,WT T-Shirt L/S,1.8
S002433288,0,MT LW Sweatshirt,3.25
S002433324,0,WT T-Shirt L/S,4.55
S002433326,0,MT T-Shirt,3.9
S002433329,0,WT T-Shirt L/S,4.55
S002433416,0,WO Leather,8.8
S002433474,0,WO Light,7.22
S002433480,0,WB Pants,3.9
S002433511,0,WO Light,7.22
S002433545,0,MT T-Shirt / Laverita,1.8
S002433567,0,WB Skirt Short,2.6
S002433591,0,WT LW Sweater,3.25
S002433697,0,W Boots Syn,4.2
S002433833,0,WB Denim,4.8
S002433861,0,WA Long Sleeve,3.3
S002433892,0,WD Dress Long,4.67
S002433949,0,WB Shorts/2PC,1.8
S002433951,0,MA Short Sleeve,3
S002433955,0,MT T-Shirt,0.9
S002434014,0,MB Pants,3.3
